case_truth_id,meter_id_hash,primary_label,all_labels,is_suspicious_truth,root_cause_truth,recommended_team_truth,label_source,notes
TRUTH_000246,MTR_000246_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000247,MTR_000247_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000248,MTR_000248_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000249,MTR_000249_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000250,MTR_000250_HASH,multi_signal_confirmed_suspected_loss,multi_signal_confirmed_suspected_loss,1,multi_signal_suspected_loss_or_meter_irregularity,Vigilance,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000251,MTR_000251_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000252,MTR_000252_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000253,MTR_000253_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000254,MTR_000254_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000255,MTR_000255_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000256,MTR_000256_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000257,MTR_000257_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000258,MTR_000258_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000259,MTR_000259_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000260,MTR_000260_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000261,MTR_000261_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000262,MTR_000262_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000263,MTR_000263_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000264,MTR_000264_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000265,MTR_000265_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000266,MTR_000266_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000267,MTR_000267_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000268,MTR_000268_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000269,MTR_000269_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000270,MTR_000270_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000271,MTR_000271_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000272,MTR_000272_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000273,MTR_000273_HASH,multi_signal_confirmed_suspected_loss,multi_signal_confirmed_suspected_loss,1,multi_signal_suspected_loss_or_meter_irregularity,Vigilance,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000274,MTR_000274_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000275,MTR_000275_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000276,MTR_000276_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000277,MTR_000277_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000278,MTR_000278_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000279,MTR_000279_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000280,MTR_000280_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000281,MTR_000281_HASH,single_signal_probable_review,single_signal_probable_review,1,probable_suspicious_review_or_false_positive,Vigilance Review,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000282,MTR_000282_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000283,MTR_000283_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000284,MTR_000284_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000285,MTR_000285_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000286,MTR_000286_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000287,MTR_000287_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000288,MTR_000288_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000289,MTR_000289_HASH,multi_signal_confirmed_suspected_loss,multi_signal_confirmed_suspected_loss,1,multi_signal_suspected_loss_or_meter_irregularity,Vigilance,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000290,MTR_000290_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000291,MTR_000291_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000292,MTR_000292_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000293,MTR_000293_HASH,single_signal_probable_review,single_signal_probable_review,0,probable_suspicious_review_or_false_positive,Vigilance Review,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000294,MTR_000294_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000295,MTR_000295_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000296,MTR_000296_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000297,MTR_000297_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000298,MTR_000298_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000299,MTR_000299_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000300,MTR_000300_HASH,single_signal_probable_review,single_signal_probable_review,1,probable_suspicious_review_or_false_positive,Vigilance Review,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000301,MTR_000301_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000302,MTR_000302_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000303,MTR_000303_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000304,MTR_000304_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000305,MTR_000305_HASH,single_signal_probable_review,single_signal_probable_review,1,probable_suspicious_review_or_false_positive,Vigilance Review,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000306,MTR_000306_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000307,MTR_000307_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000308,MTR_000308_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000309,MTR_000309_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000310,MTR_000310_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000311,MTR_000311_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000312,MTR_000312_HASH,watchlist_monitor_not_inspection_ready,watchlist_monitor_not_inspection_ready,0,weak_signal_needs_more_evidence,Watchlist,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000313,MTR_000313_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000314,MTR_000314_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000315,MTR_000315_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000316,MTR_000316_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000317,MTR_000317_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000318,MTR_000318_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000319,MTR_000319_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000320,MTR_000320_HASH,single_signal_probable_review,single_signal_probable_review,1,probable_suspicious_review_or_false_positive,Vigilance Review,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000321,MTR_000321_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000322,MTR_000322_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000323,MTR_000323_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000324,MTR_000324_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000325,MTR_000325_HASH,single_signal_probable_review,single_signal_probable_review,1,probable_suspicious_review_or_false_positive,Vigilance Review,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000326,MTR_000326_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000327,MTR_000327_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000328,MTR_000328_HASH,watchlist_monitor_not_inspection_ready,watchlist_monitor_not_inspection_ready,0,weak_signal_needs_more_evidence,Watchlist,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000329,MTR_000329_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000330,MTR_000330_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000331,MTR_000331_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000332,MTR_000332_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000333,MTR_000333_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000334,MTR_000334_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000335,MTR_000335_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000336,MTR_000336_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000337,MTR_000337_HASH,single_signal_probable_review,single_signal_probable_review,0,probable_suspicious_review_or_false_positive,Vigilance Review,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000338,MTR_000338_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000339,MTR_000339_HASH,multi_signal_confirmed_suspected_loss,multi_signal_confirmed_suspected_loss,1,multi_signal_suspected_loss_or_meter_irregularity,Vigilance,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000340,MTR_000340_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000341,MTR_000341_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000342,MTR_000342_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000343,MTR_000343_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000344,MTR_000344_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000345,MTR_000345_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000346,MTR_000346_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000347,MTR_000347_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000348,MTR_000348_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000349,MTR_000349_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000350,MTR_000350_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000351,MTR_000351_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000352,MTR_000352_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000353,MTR_000353_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000354,MTR_000354_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000355,MTR_000355_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000356,MTR_000356_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000357,MTR_000357_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000358,MTR_000358_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000359,MTR_000359_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000360,MTR_000360_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
